bedrooms;bathrooms;sqft_living;sqft_lot;floors;condition;yr_built;price
2;1;1340;7250;1;4;1951;450000
3;1.5;2240;5300;1;5;1955;635000
2;1;880;17743;1;4;1951;292500
3;2.5;2170;4905;2;3;2004;329900
2;1.5;1260;6660;1.5;4;1926;531000
3;1.75;1880;13300;1;3;1967;725000
3;2.5;1620;7410;1;5;1955;355300
3;2.5;1610;10022;2;3;1996;280000
4;2.75;3330;9143;2;4;1995;1095000
4;2;1370;4000;2;3;1951;605004
2;1;690;6000;1;3;1949;260000
4;2.5;3170;4979;2;4;1925;748000
2;2;1990;6180;1;4;1941;776000
4;1;1080;6095;1.5;4;1924;425000
4;1;1870;14703;1.5;3;1928;230000
3;1.75;1670;12075;1;3;1958;418000
4;2.5;2800;28254;2;3;2001;440000
5;2.75;3460;7977;2;3;2011;858450
3;2;1930;12443;1;3;1969;390000
4;3;2370;3836;2;3;1969;957000
3;1;1180;6000;1;3;1950;507000
2;1;1320;4750;1.5;4;1928;575000
3;1.75;1350;4000;1.5;4;1925;700000
2;1.5;1068;1452;2;3;1990;239950
3;1;1580;8240;1;4;1978;253000
4;1;1690;3417;1.5;3;1907;540000
3;4;5120;4600;3;3;2008;1550000
4;2.5;3960;38615;2;3;2000;805000
4;3.25;2420;4000;1.5;5;1911;920000
3;2.5;1910;5562;2;3;1988;496600
3;2.25;1440;10500;1;3;1983;246000
5;3;2320;8400;1;3;1963;350000
3;2;1670;4572;1.5;3;1931;585000
3;1.75;1390;11700;1;4;1966;450000
3;2.5;2620;8950;2;3;1992;746000
3;2.5;3040;7880;2;3;2004;598555
3;2.5;2990;10711;1;3;1976;820000
3;2.25;1740;5460;1;3;1998;266500
2;1;2360;105850;1;2;1947;370000
3;2.75;2240;3600;2.5;3;1901;625000
4;2;1610;6200;1;4;1979;243500
2;1;700;5829;1;3;1945;340000
5;3;2730;9519;1;3;2014;559950
3;2.75;1780;15114;1;3;1980;315000
3;2.5;3070;223463;2;3;2003;753000
3;3;2060;3200;2;3;1907;800000
3;2.25;1360;5111;1.5;5;1934;550000
3;2;1430;14250;1;3;1953;465000
3;2.25;1840;5752;2;3;2003;465000
4;2.25;2000;8068;2;5;1976;710000
3;2.5;1820;11012;2;3;1988;505000
3;1.75;2330;16300;2;3;1964;690000
2;2;1070;8400;1;4;1980;217500
2;1;930;3750;1;4;1909;500000
2;2;1040;5796;1;4;1921;325000
4;2.25;1960;12436;2;3;1984;500000
3;3.25;2970;234788;2;3;1991;721500
3;1.5;2200;5000;1.5;3;1932;924000
6;4.5;3810;28176;1;5;1969;2005000
2;1.5;830;1034;2;3;2009;345000
4;3.5;3920;11086;2;3;1999;825000
3;2;2870;95396;1;4;1980;560000
3;2;2560;14680;1;3;1987;599000
3;1.5;1350;7620;1;5;1941;211000
4;2.25;1240;21190;1;3;1974;425000
4;2.75;3210;8520;1;4;1976;750000
3;2.5;1690;3322;2;3;2003;479000
4;2.5;2550;10623;2;3;1992;612500
5;1.75;3240;34510;2;4;1963;605000
4;2.5;3560;8960;2;3;2001;1364000
3;2.5;2160;59241;1;3;2007;389900
4;2.5;3060;5000;2;3;2006;710000
3;2.5;1690;8564;2;4;1992;295000
3;2.25;1520;7199;2;4;1992;275250
4;2.5;2040;5770;2;3;1994;250000
3;2;2360;18000;1;4;1951;709000
4;1.75;1360;4840;1.5;4;1928;399500
3;2.5;2000;9202;2;4;1992;225000
3;2.5;1650;4648;2;3;2001;500000
3;3;2500;8304;2;3;1997;364900
3;1.5;1140;7500;1;3;1976;356000
3;1.5;2140;47743;1.5;3;1978;616750
3;2.75;2870;6600;2;3;1984;755000
2;1;830;8183;1;5;1950;327500
3;2.25;1960;10139;2;3;1984;605000
4;1.5;1130;5200;1;3;1968;179950
5;2.75;3630;30570;2;3;2000;633000
4;2;1764;15600;1;5;1942;349950
3;2.75;2770;5800;1;4;1959;1080000
3;2.5;2650;12247;2;3;2002;425000
3;2.75;2500;6350;2;5;1979;990000
3;1;2710;19000;2;4;1950;410000
3;2.25;2490;8800;2;4;1975;590000
3;1.75;1500;7560;1;3;1979;242000
3;2;1160;13747;1;5;1931;775000
4;1.5;1880;6200;1;5;1954;680000
3;2.5;1340;4200;2;3;2002;217000
3;2.5;1960;3953;2;3;1999;395000
3;2.25;2030;9791;1;4;1984;572500
5;3;2200;6380;1;3;1987;559900
3;2;2540;4750;1.5;5;1930;845000
3;2;1520;7131;1;3;1993;241000
3;2.25;2360;5504;2;4;1913;1325000
3;1.75;1340;2805;1.5;3;1919;475000
2;1.5;1400;5810;2;3;1940;575000
4;2.75;3030;117378;1;4;1959;455000
3;2.5;3200;203425;1;3;2000;839000
4;1.5;1580;10260;1;4;1955;475000
2;1;2120;6897;1;4;1923;600000
2;1;1640;5200;1;4;1937;515000
3;2.25;1890;8400;1;3;1977;425000
4;2;1710;3875;1.5;4;1907;565000
2;2;1140;8282;1;3;1924;498000
4;3;2720;3800;2;5;1919;739000
2;1.75;1650;4000;1;4;1947;355000
3;1.75;1790;7485;1;4;1979;263000
4;1.75;1680;6834;1.5;3;1948;375000
3;1.75;2200;12231;1;4;1964;322000
2;1;830;5100;1;3;1941;325000
2;1;770;4800;1;3;1943;290000
4;2.5;3280;6181;2;3;2001;809950
3;3.25;2080;3025;2;4;1984;969500
4;2.5;2790;43091;2;4;1989;665000
5;3.5;4150;13232;2;3;2006;635000
3;2.25;1780;7332;2;3;1987;272450
4;1.75;1460;9750;1;4;1967;427000
3;1;1410;8174;1;3;1958;261500
4;2.25;2170;9665;1;4;1976;488800
2;1;690;5200;1;3;1918;340000
4;3;3000;10297;2;3;2003;398950
3;1;870;5200;1;5;1969;217000
4;2.5;3170;94855;1;4;1978;799000
4;1;1540;7350;1;4;1969;160000
3;1;1270;8800;1;3;1968;447000
3;1.75;2190;6450;1;3;1957;765000
4;3.5;4410;36200;2;3;1989;1320000
4;2.5;2790;8111;2;3;2004;445000
3;1;1510;6000;1;3;1953;310000
2;1.75;1800;7191;1;4;1952;380000
4;1;2410;6975;1;3;1957;325000
4;2.75;2250;7412;1;4;1975;345000
3;1;950;4760;1.5;3;1929;300000
4;1.75;2860;48351;1;3;1978;530000
4;1.75;2860;48351;1;3;1978;583500
2;1;1560;10125;1;4;1954;410000
2;1.5;1940;5700;1;3;1937;535000
4;3.25;3580;19989;1.5;4;1915;2050000
4;2.5;2040;5523;2;3;1999;345000
5;1;1700;11727;1.5;4;1954;539000
4;2.5;3700;12500;1;5;1973;590000
2;1.75;1050;2926;1;4;1974;187000
3;2;1690;9583;1;4;1969;270000
2;1;1120;6180;1;4;1939;546000
3;1.75;1490;1036;2;3;2008;520000
5;2;2220;6000;1.5;4;1925;515000
3;2.5;2160;6000;1.5;4;1939;990000
2;1;870;10492;1;3;1937;382000
3;1.75;1900;13600;1;4;1956;1210000
4;3.5;3370;5000;2;3;2008;900000
3;2.75;3370;5350;1.5;4;1910;675000
2;1;880;3300;1;4;1909;460000
2;1;940;5375;1;4;1952;234000
3;1;1340;7191;1;3;1974;399000
3;1.5;1440;12040;1;4;1959;253500
3;1.5;1750;12632;1;4;1952;475000
5;3.5;3990;5000;2;3;2004;740000
3;2.5;2860;4442;2;3;2000;799000
4;2.5;1940;3864;2;3;2003;390000
2;1.5;1400;11245;1;5;1947;421000
3;2.5;1770;6033;2;4;1987;296500
4;2;1710;4178;1.5;4;1926;895000
4;2.5;2810;11897;2;3;2003;386000
3;1;1580;13912;1;4;1955;424000
3;1;1580;5000;1.5;3;1926;749000
3;1;1440;8681;1.5;3;1937;523000
4;2.5;2420;9147;2;3;1998;389000
4;1.5;1930;15000;1;5;1946;270000
3;1;1190;27215;1;5;1943;275000
4;2.5;2240;6944;1;3;1979;287500
2;2.5;2550;216344;2.5;3;1993;345000
2;1;920;3780;1;3;1910;427000
4;1.75;1520;9600;1;4;1955;508450
3;2;1460;6250;1.5;4;1912;705000
1;1.5;1900;40600;1.5;5;1977;550000
3;1.5;1430;11173;1;1;1955;380000
3;2.5;2500;4203;2;3;2001;539900
2;1;720;7250;1;3;1943;330000
2;1;1140;5720;1;3;1947;455000
4;4;3530;10935;2;3;1992;510000
3;2;1220;14645;1;3;1970;315000
3;1;1320;7000;1;4;1967;206000
4;3;2170;8240;1;4;1968;592500
3;2.5;2020;7512;2;4;1981;744000
3;2.5;1990;3694;2;3;1989;334500
4;2;2660;3900;1.5;4;1923;886000
4;2.5;2360;13500;1;4;1973;600000
3;2;2740;101930;1;3;1999;850000
3;1.75;1360;5850;1;4;1938;550000
2;1;1230;5000;1;5;1911;184900
3;1.5;1260;7964;1;4;1955;245000
2;1;1040;4172;1;3;1946;370000
4;2.5;2700;9700;1;3;1978;480000
3;1.75;1800;4429;2;4;1906;579000
3;1.5;1590;7260;1;3;1964;339275
3;2.75;1360;542322;1;4;1955;425000
3;1.75;1370;10780;1;3;1959;170000
4;2.5;3320;7644;2;3;1995;950000
4;2.5;2980;9235;1;4;1977;623000
3;2.5;1350;2053;3;3;2005;477000
3;1;1160;9600;1;4;1967;330000
3;2.25;1480;5400;2;4;1914;600000
3;2;1640;2808;1;4;1924;570000
4;2.5;2680;7178;2;3;2004;515000
4;2.25;2440;9889;1;3;1952;805000
4;2.5;2920;24074;2;3;1997;555000
3;2.25;1780;9598;2;4;1985;245000
4;2.5;2170;7275;1;3;1978;638150
4;4.5;5550;16065;2;3;2003;1650000
4;2.5;2060;13500;1;3;1968;269950
3;1.5;1050;5525;1;5;1969;195000
2;1;790;7095;1;3;1944;159100
3;1;1010;6120;1;3;1942;550000
2;1;1040;4600;1;4;1950;299000
4;3.5;3130;4500;2;3;2014;1375000
2;1;900;4500;1;3;1951;249500
4;1;1470;5450;1.5;3;1918;700000
4;1;1080;26114;1.5;5;1900;275000
3;2.25;2440;8378;1;3;1962;565000
4;1.75;2520;11017;1;4;1956;425000
4;1.75;1760;6000;1;3;1946;620047
3;2.25;1820;13362;1;3;1977;480000
3;2.25;1820;13362;1;3;1977;515000
4;2.5;3040;24123;2;3;1999;420000
5;3.25;3490;23400;1;4;1957;610000
4;1.5;2440;8040;1;4;1950;849000
3;1.75;2280;3446;2;3;1949;718000
3;2.25;1980;8000;1;4;1974;295000
5;1.75;2360;6150;1;5;1940;871000
3;3.75;3890;7140;1;3;1943;430000
4;2.5;2300;10880;1;4;1961;440000
2;1;910;6490;1;3;1942;405000
3;2;1140;11620;1;3;1994;340000
4;2.5;2390;5249;2;3;2006;675000
3;1;1150;4945;1;3;1943;480000
5;2;2330;8586;1;4;1961;362500
3;2.5;2420;9000;2;4;1987;752888
4;1.75;960;8863;1;5;1949;255000
1;1.75;1010;10900;1;4;1968;283700
4;2.5;2370;6000;2;3;2001;335000
3;1.75;2880;18296;1;3;1958;285000
4;2.25;2400;7738;1.5;3;1964;278000
5;2.5;3670;8960;1.5;3;1973;731000
3;1.5;1140;15890;1;3;1985;335000
3;1.75;1410;45302;1;3;1980;334200
6;1;1530;4305;1.5;4;1921;642000
4;1.75;1720;4240;1.5;4;1925;540000
3;2.5;1620;79993;1;4;1960;299000
3;1.75;1570;4375;1;3;1940;560000
5;2.75;1990;3750;1.5;4;1913;852000
2;1;930;5650;1;3;1941;306000
3;1.75;1550;7820;1;4;1981;440000
4;1;1650;8250;1;3;1966;517000
2;1;800;6380;1;3;1940;379000
2;1;930;6098;1;4;1919;360000
4;1.5;2550;4000;1.5;4;1926;645000
2;1;720;4760;1;5;1942;217000
2;1;620;4760;1;3;1941;255000
3;2.5;2360;12164;2;3;1987;625000
3;1.75;1760;8400;1;4;1960;680000
3;1.75;2100;29735;1;4;1957;440000
5;2.25;2480;12070;2;3;1978;615000
3;1;1040;6860;2;3;1942;239000
3;2.5;1656;108900;1;4;1985;462500
4;2;2090;3610;1.5;5;1927;619400
6;2.75;2520;54160;2;3;1954;975000
2;1;700;4000;1;3;1943;330000
4;3.25;4030;36762;2;3;1988;985000
2;1;760;7114;1;3;1946;430000
4;5.25;6500;14986;2;3;2001;2458000
3;2;1840;6000;2;5;1946;778000
3;2;1090;7350;1;4;1990;219000
4;2.5;2980;13341;1.5;5;1928;1595000
4;2.25;1900;8272;1;4;1966;715000
4;2.5;2790;15653;2;4;1964;950000
2;1;1280;5026;1;4;1951;425000
3;1;1510;15022;1;3;1962;239000
1;1;920;8282;1.5;3;1944;310000
2;1;700;8120;1;3;1927;400000
2;1.75;1980;44550;2;5;1977;428000
3;1;1440;4300;1.5;3;1929;600000
4;4;2740;8250;2;4;1990;415000
2;1;1400;8220;1;3;1949;401000
3;1.75;2270;7156;1;3;1948;292000
3;2.25;1310;12825;1;3;1950;291750
3;1.75;1680;7455;1;4;1968;227000
3;2.25;2260;13209;1;3;1977;675000
3;2.25;1350;980;2;3;2007;397500
2;1.5;1820;8867;2;3;1921;206000
3;3.5;3380;3333;3;3;2008;1190000
4;1.75;2140;49658;1;5;1959;360000
4;2.5;2430;3249;2;3;2010;427500
2;1;940;6000;1;3;1943;115000
3;1.5;2070;5386;1;4;1948;559000
4;1;1510;1501;1.5;3;1906;420000
4;1.75;2550;39460;1;3;1982;550000
2;1;700;5940;1;3;1948;282150
3;1;1150;3090;1;3;1910;260000
3;2.5;2340;3466;2;3;2004;428000
3;3.25;1510;1245;3;3;2007;319950
3;2;2070;9600;1;3;1946;1350000
2;1;1150;5000;1;4;1924;552000
4;2.75;2190;2867;1.5;5;1929;637000
4;1.75;1980;9000;1;2;1978;213000
3;1;960;7200;1;4;1958;215000
3;1.75;2180;6120;1;3;1949;590000
4;2.5;2560;43560;2;3;1989;390000
4;2.25;2270;11997;1;4;1959;287000
5;2.75;3550;9600;2;3;1960;580000
3;2;1330;5632;1;3;1988;424000
4;2.5;2110;6360;2;3;1988;610000
4;3.25;3470;11843;1;3;1989;1320000
4;3;1550;3350;1;3;1918;623500
2;1;570;81893;1;3;1936;260000
3;2.5;2030;1800;3;3;2013;906000
3;2;1500;11233;1;3;1987;330000
2;1;920;7688;1;3;1955;275000
3;1;1470;8200;1;3;1953;290000
2;1;1150;3775;1;3;1917;599950
4;3;4180;35169;2;3;1986;550000
3;1.75;1690;3449;1;3;1987;289000
4;2.75;2150;9915;1;5;1976;411000
3;3.25;2330;4000;1;3;1964;826000
4;2;2680;13680;2;4;1943;400000
3;2.5;1740;2226;2;3;2008;342000
2;1.75;1320;3420;1;3;1955;475000
4;3.5;3150;5500;2;3;2014;1205000
4;3;2480;9238;1;5;1913;455000
4;3;3330;4000;1;3;1958;850000
3;1;1010;6400;1;3;1971;185000
6;3.25;4920;20590;1;4;1960;850000
4;1.75;1570;18730;1;3;1960;239900
5;3.75;3580;14275;2;3;1999;765000
3;1.75;2220;17568;1;4;1967;437000
3;1.5;1010;10350;1;3;1969;240000
2;1;1440;7808;1;4;1949;395000
3;1;1230;7492;1;3;1955;320000
3;1.75;1710;7350;1;3;1981;525000
3;3;2390;8993;2;3;1988;260000
3;2.75;2840;39324;1;3;1988;450000
4;2.5;2300;7989;2;3;1990;560000
5;3;2270;5001;1;3;1989;310000
3;2.5;2290;6302;2;3;1997;440000
4;1;1330;9715;1;4;1957;458450
3;1;1200;10703;1.5;2;1918;200000
3;2.25;2160;6527;2;4;1987;430000
3;1;1120;10500;1;4;1966;360000
4;2.5;2090;11645;1;3;1962;311000
3;3.25;1470;1152;3;3;2003;615000
3;1.75;2270;10136;2;3;1979;575000
4;3.75;4100;22798;1.5;5;1934;2027000
3;1.75;1440;4025;1;4;1917;430000
3;1.5;1200;4800;1;4;1962;400000
3;1.75;1720;10710;1;3;1957;340000
1;0.75;930;6600;1;3;1924;351000
4;2.5;2400;8038;2;3;2002;440000
4;2.5;1960;11798;2;3;1999;298000
4;1.75;1890;9205;1;3;1964;300000
3;2.25;1590;3056;2;3;2001;310000
4;2.5;2590;9354;2;4;1993;500000
3;1;860;1664;1.5;3;1927;399900
3;2.5;1270;2509;2;3;2004;343000
2;2.25;1130;2191;2;3;2010;415000
3;2.5;1860;15457;2;3;1997;410000
2;1;1802;11225;1;3;1961;320000
5;3;4480;5000;2.5;5;1902;1990000
2;1;1310;7128;1;4;1980;253000
3;2.5;2320;32772;2;3;1992;630000
2;1;1130;12500;1;4;1953;216000
3;2.5;2180;11100;1;3;1983;540000
3;1.5;1830;12233;1.5;4;1930;212000
3;2.75;2340;12282;1;3;1978;300000
3;2.5;2830;3750;3;3;2014;969950
3;1;1610;7680;1;3;1956;715000
5;2.75;2410;19447;2;3;1968;1321620
4;2.75;2660;9547;1;3;1968;1444000
3;1;1030;5350;1;3;1924;305000
3;4;1390;1569;2;3;2006;458000
3;1.75;1580;8775;1;3;1942;275000
3;2.75;2330;4780;2;3;1930;550000
3;3.25;1540;704;3;3;2011;742000
3;1;1570;4000;2;5;1908;700000
4;3;2940;5763;1;5;1955;640000
3;0.75;1240;7200;1;3;1947;352000
3;1;1410;7419;1;3;1969;301500
4;2.5;2190;9880;1;4;1979;630000
3;2.5;3040;6255;2;3;1999;340000
4;1.75;1860;9364;1;3;1953;477500
3;2.5;1690;7460;1;3;1997;285000
3;2.75;1900;16117;1;4;1958;255000
3;2.5;1600;7982;2;3;1993;315000
6;3;2530;9000;1;3;1978;830000
3;2.25;1860;1558;3;3;2014;539950
3;2.25;2390;4590;2;3;1941;980000
4;2.5;3100;8529;2;3;1990;735000
5;2.25;2650;9140;1;3;1965;536000
3;2;1520;5000;1.5;3;1945;575000
2;1;1510;4000;1;3;1924;500000
4;1.75;1960;7950;1;4;1967;285500
4;2.75;2270;7375;1;4;1973;498000
2;1;910;6282;1;4;1939;412000
4;2.5;2100;8220;1;4;1975;607000
3;1;1000;8512;1;3;1991;199000
4;2.75;2760;18306;1;3;1978;492500
4;2.5;2840;11044;2;3;2001;585000
3;2.5;1860;5321;2;3;2000;326995
4;2.25;1920;9660;1;4;1968;372500
2;0.75;840;40642;1;4;1937;528000
3;1.5;2390;32109;1;3;1975;400000
4;2.5;2100;8501;2;5;1993;344000
4;3;2430;7163;2;3;2003;409950
3;2;1880;4000;1;3;1950;625000
3;1.75;1350;9000;1;3;1987;304950
2;2;2160;35183;1;3;1985;381500
3;1.75;1430;13399;1;4;1946;215000
5;1.75;2840;12870;2;4;1925;345000
3;0.75;2510;20000;2;4;1961;363000
3;1;1690;20063;1.5;4;1913;240000
2;2;1930;5479;1;3;2005;548050
2;1;720;4920;1;3;1941;314000
4;2.5;2990;16809;2;3;1990;800000
5;1.75;2300;6720;2;3;1905;400000
1;1;460;4120;1;3;1937;247000
2;1.75;1240;4120;1;4;1906;540000
4;2.5;1900;15123;2;3;1995;410000
3;1.75;2120;9146;1;3;1981;525000
4;2.5;2440;5737;2;4;1929;820000
4;2.25;3300;15375;1.5;3;1933;1250000
2;1;1180;10200;1;4;1955;244000
1;1;520;4800;1;3;1930;275000
2;1.75;2070;23160;1;3;1946;577000
5;2.5;2250;7945;1;4;1977;446950
3;2.5;2050;5694;2;3;2004;457000
4;1.5;1310;137214;1.5;4;1926;320000
3;1.5;1250;9484;1;4;1969;210000
4;2.5;2130;9100;1;3;1978;220000
3;2;2250;8800;1;4;1925;589000
4;2;1880;3840;1;3;1904;435000
3;1;1520;10798;1;3;1953;375000
4;3.5;4010;9654;2;3;2007;1735000
2;1.75;1660;5581;1;3;2005;545000
3;2.25;3400;10000;2;3;1983;970000
2;1.75;2320;6755;1;5;1946;705000
5;3.25;3740;11536;2;4;1984;915557
4;1.5;1810;9000;1.5;3;1960;259000
2;2.25;3170;3000;2;5;1900;1695000
3;1.75;1680;8610;1;4;1969;427000
2;1;930;3100;1;3;1911;390000
3;2.5;2390;8000;2;3;1995;363000
4;2.5;2680;3626;1.5;4;1928;612000
4;1.75;1790;10186;1;4;1965;380000
4;3;1680;6003;1;3;1997;230000
3;1.75;1570;2600;1.5;4;1931;580000
3;1;2230;3200;2;3;1918;770000
4;2;1260;8400;1;3;1991;207200
3;2;1790;11430;1;3;1985;525000
3;2.5;2440;7419;1;3;1961;925000
4;2.25;2410;4000;2;5;1910;883000
4;2.5;1780;2992;2;3;2003;455000
3;2.5;1900;5194;2;3;2004;343500
2;1;960;8450;1;5;1950;244000
3;1.75;1640;11730;1;5;1967;397000
2;1;850;5000;1;3;1976;180500
3;2.75;2150;6576;1;4;1926;310000
4;2.5;2780;3969;2;3;2005;315000
3;1;1030;4958;1;5;1952;718000
3;1.75;1930;7267;1;4;1977;279950
3;2.5;2080;9612;1;4;1940;689000
4;2.5;3520;9901;2;3;1998;828000
2;1;890;8100;1;3;1942;150000
3;1.75;1640;3400;1;4;1926;505400
5;3.25;4860;23723;2;4;1989;1680000
3;1;1040;5000;1;3;1959;217450
4;2.5;2820;4174;2;3;2004;677000
2;2.5;1320;48787;1;3;2004;361000
3;2.5;2590;7237;2;3;2004;620000
3;2.25;1540;5449;1;2;1989;176000
3;1;960;7218;1;4;1969;330000
3;2.5;1190;8175;1;3;1986;290000
4;2.5;2770;9532;2;4;1988;711000
3;1.75;1060;8100;2;4;1983;295000
5;3.25;4010;12110;2;3;2003;1096500
3;2;1140;7078;1;4;1991;257500
4;1;1910;16320;1.5;3;1934;240000
4;2.5;2340;8955;2;3;1990;645000
2;1.75;1170;2400;1;4;1903;499000
3;1;1290;9526;1.5;3;1961;321000
3;2.5;1810;1658;3;3;1998;449000
3;2.5;1820;5280;1;4;1949;515000
4;1.5;2220;12385;1;3;1978;456000
3;3.75;3830;219106;2;3;1977;865000
4;2.5;2920;7700;2;3;2003;515500
4;2.5;2630;6100;2;3;2004;576925
3;1.75;1320;10416;1;3;1996;243000
3;2;1400;8640;1;5;1968;253400
3;2.5;1600;3580;2;3;2000;292000
3;2.5;1490;8005;1;3;1976;271500
2;2.5;2170;6750;1;3;2012;765000
3;3.25;1280;1730;2;3;2005;375000
3;2;1620;9566;1;4;1968;382880
3;2.5;2630;10100;1;4;1967;852500
3;1.5;1240;8738;1;3;1959;475000
3;1.75;1300;2580;1;5;1919;462000
3;1.75;2430;14607;1;3;1949;762400
4;1.5;1890;7540;1;4;1967;330000
3;2.25;1890;12236;1;3;1978;473000
3;1.5;2440;7200;1;3;1949;550000
3;2.25;1780;7280;1;3;1972;449500
4;2.75;2830;13059;2;3;1998;744000
4;2;2490;4700;1;4;1952;700000
4;2.5;1560;12220;1.5;4;1965;511100
3;2.5;1980;4500;2;3;2012;317950
3;2.5;2070;39768;2;3;1988;542950
3;1.75;1490;11360;1;3;1975;490000
4;3.5;3090;4060;2;3;1992;760000
3;2.25;1580;8659;1;4;1961;475000
5;4.5;5190;23716;2;3;1987;1702500
3;2.75;2692;6197;2;3;2007;435000
3;2.5;1740;3690;2;3;2000;399000
3;2;1940;3800;1;4;1927;627000
4;2.5;2150;5100;1.5;3;1991;346500
3;1.5;1320;8000;1;3;1957;412000
4;2.5;3360;40471;2;4;1994;845000
3;1.75;1850;9655;1;3;1959;373000
4;2.25;2880;8882;2;4;1965;725000
6;2.5;2420;11662;1;4;1965;376000
3;1;2020;4120;1.5;4;1929;552500
5;2;2280;19000;1.5;3;1924;365000
4;2.5;3010;46173;2;3;1996;700000
4;2.25;2550;9736;1;4;1967;315000
4;2;1540;5110;1;3;1957;262500
3;2.25;2280;6150;2;3;1984;660000
4;2.5;2450;6941;2;3;2006;340000
5;2.5;2950;5500;1.5;5;1918;660500
1;1;690;1950;1;3;1928;280000
1;1;800;2480;1;4;1919;267000
2;1;1470;25661;1.5;3;1932;230000
3;2.25;1840;11403;2;3;1993;417000
3;1;1170;9730;1;3;1968;252000
5;1.75;2344;4800;1.5;4;1921;791000
1;1;1230;3774;1;4;1924;415000
3;1.75;1150;13278;1;5;1966;339000
3;1;1140;10477;1;3;1942;158000
3;1;1660;5100;1;3;1957;535000
3;1;1080;4120;1;3;1919;818900
4;2;1720;4000;1;3;1950;550000
2;1;590;8717;1;3;1953;240000
3;3.25;1290;1230;2;3;2008;590000
3;1.5;1480;21320;1;4;1967;369300
4;2.5;2600;118666;1;3;1981;510000
3;2.5;2040;10086;2;3;1987;542500
3;1;970;7854;1;4;1980;262500
6;3;2620;4350;1;3;1957;900000
4;3.5;4560;41636;2;3;1995;1100000
3;1.75;1750;14400;1;4;1951;368000
4;3.5;3620;6499;2.5;3;2003;825000
3;2;1660;7509;1;3;2002;343500
4;1;1360;6000;1;4;1944;273500
3;2.5;2044;5610;2;4;1996;1000000
5;3;2370;6000;1.5;3;1926;770000
3;2;1170;3868;1.5;4;1925;400000
3;1;1660;7210;1;3;1963;225000
4;1;2020;18150;1;4;1955;345000
3;2.5;2530;8116;2;3;2001;450000
2;1;870;5635;1;3;1948;334850
5;3;3670;9600;1;3;1955;605000
5;3.5;3180;14000;2;5;1997;760000
2;1.5;1870;12960;1.5;4;1926;390000
3;2.5;1940;5660;2;3;2001;488000
3;3.25;4220;41300;1;4;1958;3300000
5;4.5;4820;13165;2;4;1990;1063000
3;2;2400;217800;2;3;1975;608000
3;2.25;2930;6000;2;3;2000;1385000
2;1;800;3000;1;3;1904;299950
3;3.25;2200;4800;2;3;1943;818000
3;2.5;2400;9701;1;3;1990;355000
5;3.25;5570;9600;2;5;1952;1855000
3;3.25;1980;2850;3;3;1987;660000
3;2.25;3530;17450;1;3;1930;2367000
4;2.5;3430;35120;2;3;1984;1211000
3;2.5;1720;3676;2;3;1992;255950
3;1.5;1930;11092;1;3;1983;475000
4;1.75;2140;159865;1;4;1960;362950
3;1.75;1110;9012;1;4;1966;452000
3;1.75;1970;8200;1;3;1964;315000
3;2.5;1630;2844;2;3;2003;330950
5;2.25;2520;49222;2;4;1978;535000
4;2.25;2270;9464;1.5;4;1940;479000
3;2.5;1212;1174;3;3;2004;340000
4;2;1890;8362;1;3;1966;312000
3;2.25;1370;6600;2;4;1993;305000
3;2.5;1770;7336;2;3;1996;270000
3;2.5;1710;1664;2;5;2003;529999
2;1;1190;6967;1;3;1946;587100
3;2;1690;16061;1;3;1984;459800
4;1.75;1680;7800;1;3;1966;451000
3;3.25;4340;4947;2;3;1993;2475000
3;2.25;2040;435600;2;4;1983;525000
2;1;1110;26051;1;3;1951;250000
5;2;2040;6180;2;4;1908;475000
4;1.5;1920;11595;1;4;1962;235000
3;1.5;1330;9548;1;5;1967;230000
4;1;1630;2566;1.5;3;1921;581000
3;1;1520;9030;1;3;1956;415000
3;1;1520;9030;1;3;1956;522500
3;1.5;1340;7725;1;4;1967;383000
3;1.75;2500;8289;1;4;1958;315000
3;2;1460;3600;2;3;1902;591000
4;2.25;3140;12150;2;3;1979;750000
3;1.75;2150;4333;1;3;1956;430000
4;2.5;3140;32336;1.5;3;1995;712000
3;2.5;2310;53578;1;4;1981;510000
2;1;710;4800;1;2;1950;480000
3;1;1460;7200;1;3;1906;538000
2;2.75;730;5000;1;3;1929;464000
3;2.5;1440;3840;2;3;2001;476000
3;2;1130;16875;1;4;1947;349500
3;2.25;1810;8262;2;4;1981;270000
3;2.5;2710;18480;2;3;1978;740000
4;2.5;2740;8336;2;4;1990;395000
3;2.5;1690;4088;2;3;2004;498000
3;2.5;1470;4675;2;3;1999;339900
3;2.5;2830;9972;2;3;2006;539000
3;1;1410;9704;1;3;1983;400000
3;2.5;2170;11745;1;4;1967;225000
3;2.25;1340;4080;1.5;3;1907;330000
3;3;2480;5500;2;3;1950;1387800
3;2.75;1990;31200;1;3;1986;490000
4;2.75;2240;7200;1;3;1967;260000
4;2.5;2990;8913;2;4;1991;469900
6;1.75;2120;3801;1.5;4;1925;493000
4;2.25;2920;46355;2;4;1998;740000
4;1.75;1700;6000;1;3;1967;148900
2;2.5;1620;14467;2;3;1981;475000
2;1;760;4000;1;3;1944;415000
3;1;1230;6000;1;4;1967;229500
5;3.75;4960;13990;2;3;2001;1355000
4;2.5;2030;11375;1;3;1969;385000
3;2.25;1830;11331;1;3;1965;230000
2;1;970;2700;1;4;1926;425000
