Genero;Edad;Altura;Peso;Antecedentes_sobrepeso;Fruta_diaria;Verduras_semanales;Metodo_transporte;IMC;Estado
Mujer;31;171;69;Si;2;10;Coche;23.6;Normal
Mujer;52;161;84;No;1;4;Transporte_Publico;32.41;Obesidad
Mujer;19;165;47;Si;1;5;Transporte_Publico;17.26;Delgadez
Mujer;58;146;33;No;2;7;Transporte_Publico;15.48;Delgadez
Mujer;51;154;50;No;4;14;Transporte_Publico;21.08;Normal
Mujer;45;179;97;Si;0;4;Transporte_Publico;30.27;Obesidad
Mujer;34;198;100;No;1;4;Transporte_Publico;25.51;Sobrepeso
Mujer;27;173;76;No;1;5;Transporte_Publico;25.39;Sobrepeso
Mujer;59;176;89;Si;1;3;Transporte_Publico;28.73;Sobrepeso
Hombre;34;156;64;Si;1;6;Coche;26.3;Sobrepeso
Mujer;21;157;55;No;2;8;Coche;22.31;Normal
Mujer;61;195;113;Si;1;6;Transporte_Publico;29.72;Sobrepeso
Mujer;18;157;54;No;4;9;Transporte_Publico;21.91;Normal
Hombre;46;148;43;No;4;13;Transporte_Publico;19.63;Normal
Hombre;50;189;73;Si;4;12;Transporte_Publico;20.44;Normal
Mujer;27;190;91;Si;2;6;Transporte_Publico;25.21;Sobrepeso
Mujer;22;150;71;No;1;2;Transporte_Publico;31.56;Obesidad
Mujer;54;161;50;Si;2;14;Transporte_Publico;19.29;Normal
Mujer;27;166;65;No;2;9;Transporte_Publico;23.59;Normal
Mujer;43;188;94;Si;2;3;Transporte_Publico;26.6;Sobrepeso
Hombre;24;151;55;No;2;12;Coche;24.12;Normal
Hombre;29;162;85;Si;2;4;Coche;32.39;Obesidad
Hombre;27;180;72;Si;2;14;Transporte_Publico;22.22;Normal
Hombre;50;193;106;Si;1;4;Transporte_Publico;28.46;Sobrepeso
Hombre;55;157;74;No;2;3;Coche;30.02;Obesidad
Hombre;21;175;64;No;5;8;Transporte_Publico;20.9;Normal
Hombre;65;168;75;Si;1;5;Transporte_Publico;26.57;Sobrepeso
Mujer;38;178;88;Si;2;5;Transporte_Publico;27.77;Sobrepeso
Hombre;33;148;28;Si;2;8;Transporte_Publico;12.78;Delgadez
Mujer;49;150;65;No;1;5;Coche;28.89;Sobrepeso
Mujer;54;174;56;No;2;9;Coche;18.5;Delgadez
Hombre;38;157;48;Si;3;12;Transporte_Publico;19.47;Normal
Hombre;28;151;64;Si;1;3;Transporte_Publico;28.07;Sobrepeso
Hombre;33;178;89;Si;1;3;Transporte_Publico;28.09;Sobrepeso
Mujer;53;157;48;Si;2;10;Transporte_Publico;19.47;Normal
Hombre;23;164;54;No;2;14;Transporte_Publico;20.08;Normal
Hombre;24;184;108;No;0;3;Transporte_Publico;31.9;Obesidad
Mujer;58;175;65;Si;5;10;Coche;21.22;Normal
Mujer;30;161;75;No;1;4;Transporte_Publico;28.93;Sobrepeso
Mujer;22;188;85;Si;3;11;Transporte_Publico;24.05;Normal
Hombre;38;158;64;No;2;3;Transporte_Publico;25.64;Sobrepeso
Hombre;37;166;50;No;3;9;Transporte_Publico;18.14;Delgadez
Mujer;31;172;79;No;2;6;Coche;26.7;Sobrepeso
Mujer;29;178;96;No;1;3;Coche;30.3;Obesidad
Mujer;19;148;67;Si;1;2;Coche;30.59;Obesidad
Mujer;21;168;65;Si;3;8;Transporte_Publico;23.03;Normal
Mujer;61;150;67;No;1;4;Transporte_Publico;29.78;Sobrepeso
Hombre;29;188;102;No;1;3;Transporte_Publico;28.86;Sobrepeso
Hombre;27;186;100;Si;1;3;Transporte_Publico;28.91;Sobrepeso
Hombre;36;183;82;Si;2;11;Transporte_Publico;24.49;Normal
Hombre;60;186;107;Si;0;4;Transporte_Publico;30.93;Obesidad
Mujer;53;182;91;Si;2;6;Coche;27.47;Sobrepeso
Mujer;28;168;78;Si;1;4;Coche;27.64;Sobrepeso
Mujer;34;180;65;Si;4;8;Transporte_Publico;20.06;Normal
Hombre;27;147;52;Si;2;12;Transporte_Publico;24.06;Normal
Hombre;61;162;66;No;2;6;Transporte_Publico;25.15;Sobrepeso
Hombre;36;160;74;Si;1;5;Transporte_Publico;28.91;Sobrepeso
Mujer;52;180;102;Si;2;1;Transporte_Publico;31.48;Obesidad
Mujer;63;147;33;No;1;9;Transporte_Publico;15.27;Delgadez
Hombre;31;175;56;No;1;2;Transporte_Publico;18.29;Delgadez
Hombre;50;157;70;Si;1;5;Transporte_Publico;28.4;Sobrepeso
Hombre;56;181;97;No;1;3;Transporte_Publico;29.61;Sobrepeso
Mujer;42;158;77;Si;0;1;Transporte_Publico;30.84;Obesidad
Mujer;30;197;83;No;2;9;Transporte_Publico;21.39;Normal
Mujer;62;160;79;Si;2;1;Transporte_Publico;30.86;Obesidad
Mujer;59;188;102;Si;1;5;Transporte_Publico;28.86;Sobrepeso
Hombre;45;178;89;No;1;4;Transporte_Publico;28.09;Sobrepeso
Hombre;39;166;69;Si;2;4;Transporte_Publico;25.04;Sobrepeso
Hombre;44;193;104;Si;2;5;Transporte_Publico;27.92;Sobrepeso
Mujer;64;153;51;Si;4;8;Coche;21.79;Normal
Hombre;29;198;86;No;3;9;Transporte_Publico;21.94;Normal
Hombre;57;184;71;Si;2;12;Transporte_Publico;20.97;Normal
Hombre;18;157;47;Si;3;7;Transporte_Publico;19.07;Normal
Hombre;56;158;52;No;5;7;Transporte_Publico;20.83;Normal
Mujer;56;193;103;No;2;4;Transporte_Publico;27.65;Sobrepeso
Mujer;33;191;81;No;2;7;Coche;22.2;Normal
Hombre;44;154;58;No;5;14;Transporte_Publico;24.46;Normal
Hombre;60;166;66;No;4;7;Transporte_Publico;23.95;Normal
Mujer;38;159;84;No;0;4;Transporte_Publico;33.23;Obesidad
Mujer;45;153;47;No;4;10;Transporte_Publico;20.08;Normal
Mujer;19;161;72;No;1;6;Transporte_Publico;27.78;Sobrepeso
Mujer;21;166;49;Si;1;6;Transporte_Publico;17.78;Delgadez
Mujer;20;155;60;No;4;13;Coche;24.97;Normal
Hombre;47;149;58;No;2;4;Coche;26.12;Sobrepeso
Mujer;56;187;94;No;1;6;Coche;26.88;Sobrepeso
Hombre;34;161;55;No;3;13;Transporte_Publico;21.22;Normal
Mujer;31;165;65;No;2;14;Transporte_Publico;23.88;Normal
Mujer;56;155;63;Si;1;6;Transporte_Publico;26.22;Sobrepeso
Hombre;56;183;67;Si;5;10;Transporte_Publico;20.01;Normal
Mujer;40;177;62;No;3;9;Transporte_Publico;19.79;Normal
Mujer;18;167;75;No;2;4;Transporte_Publico;26.89;Sobrepeso
Mujer;38;159;70;No;1;5;Transporte_Publico;27.69;Sobrepeso
Mujer;51;182;76;No;4;7;Transporte_Publico;22.94;Normal
Hombre;50;185;89;Si;2;3;Coche;26;Sobrepeso
Mujer;65;153;53;Si;2;10;Coche;22.64;Normal
Mujer;55;163;83;No;0;4;Coche;31.24;Obesidad
Hombre;36;184;79;No;4;14;Transporte_Publico;23.33;Normal
Hombre;43;187;102;No;2;5;Transporte_Publico;29.17;Sobrepeso
Hombre;51;147;41;No;5;10;Transporte_Publico;18.97;Normal
Mujer;39;147;28;Si;1;8;Transporte_Publico;12.96;Delgadez
Mujer;28;168;89;Si;0;3;Transporte_Publico;31.53;Obesidad
Mujer;60;190;89;No;2;13;Transporte_Publico;24.65;Normal
Mujer;32;193;74;No;4;14;Transporte_Publico;19.87;Normal
Mujer;24;162;61;No;3;11;Transporte_Publico;23.24;Normal
Hombre;26;154;76;No;0;3;Transporte_Publico;32.05;Obesidad
Hombre;41;172;95;Si;1;3;Transporte_Publico;32.11;Obesidad
Hombre;24;184;80;Si;5;14;Transporte_Publico;23.63;Normal
Hombre;49;178;61;No;2;7;Transporte_Publico;19.25;Normal
Hombre;26;195;85;Si;2;14;Andando;22.35;Normal
Hombre;32;162;42;No;1;7;Coche;16;Delgadez
Hombre;48;155;56;Si;4;10;Coche;23.31;Normal
Hombre;28;150;58;Si;1;3;Transporte_Publico;25.78;Sobrepeso
Hombre;57;185;73;No;4;11;Transporte_Publico;21.33;Normal
Mujer;19;155;48;No;4;13;Transporte_Publico;19.98;Normal
Hombre;21;162;55;Si;3;9;Coche;20.96;Normal
Hombre;55;160;58;No;4;14;Coche;22.66;Normal
Mujer;19;196;110;No;2;4;Transporte_Publico;28.63;Sobrepeso
Mujer;36;197;79;No;3;7;Transporte_Publico;20.36;Normal
Hombre;60;164;52;Si;5;11;Transporte_Publico;19.33;Normal
Mujer;59;164;67;Si;2;10;Transporte_Publico;24.91;Normal
Mujer;29;190;83;Si;4;10;Transporte_Publico;22.99;Normal
Hombre;53;146;27;Si;3;5;Transporte_Publico;12.67;Delgadez
Hombre;33;172;56;Si;5;10;Transporte_Publico;18.93;Normal
Mujer;63;147;48;Si;4;9;Transporte_Publico;22.21;Normal
Mujer;42;167;49;No;1;8;Transporte_Publico;17.57;Delgadez
Hombre;36;156;65;No;2;3;Transporte_Publico;26.71;Sobrepeso
Hombre;47;180;102;Si;2;1;Transporte_Publico;31.48;Obesidad
Mujer;41;176;90;Si;2;3;Transporte_Publico;29.05;Sobrepeso
Hombre;32;149;50;No;3;13;Transporte_Publico;22.52;Normal
Hombre;63;182;69;Si;4;13;Transporte_Publico;20.83;Normal
Mujer;27;184;87;Si;1;6;Coche;25.7;Sobrepeso
Hombre;30;175;74;No;5;7;Transporte_Publico;24.16;Normal
Mujer;62;180;81;No;5;11;Transporte_Publico;25;Normal
Hombre;59;174;91;Si;1;2;Transporte_Publico;30.06;Obesidad
Hombre;26;169;81;No;1;5;Transporte_Publico;28.36;Sobrepeso
Hombre;36;161;68;Si;1;5;Transporte_Publico;26.23;Sobrepeso
Hombre;65;160;61;Si;5;8;Transporte_Publico;23.83;Normal
Mujer;49;192;93;Si;1;3;Transporte_Publico;25.23;Sobrepeso
Hombre;47;193;88;Si;2;7;Coche;23.62;Normal
Mujer;38;153;44;No;4;13;Transporte_Publico;18.8;Normal
Hombre;32;175;96;Si;1;3;Coche;31.35;Obesidad
Hombre;23;164;46;Si;3;3;Coche;17.1;Delgadez
Hombre;18;186;105;Si;1;2;Transporte_Publico;30.35;Obesidad
Hombre;31;147;49;No;4;11;Transporte_Publico;22.68;Normal
Mujer;19;169;92;Si;1;4;Coche;32.21;Obesidad
Hombre;50;186;86;No;2;14;Transporte_Publico;24.86;Normal
Mujer;24;166;75;Si;2;4;Transporte_Publico;27.22;Sobrepeso
Mujer;44;198;111;No;1;5;Transporte_Publico;28.31;Sobrepeso
Mujer;18;174;78;No;1;6;Transporte_Publico;25.76;Sobrepeso
Mujer;49;172;77;Si;2;6;Transporte_Publico;26.03;Sobrepeso
Hombre;65;198;119;Si;1;3;Transporte_Publico;30.35;Obesidad
Hombre;33;170;50;No;2;7;Transporte_Publico;17.3;Delgadez
Mujer;55;193;92;Si;4;13;Coche;24.7;Normal
Mujer;59;146;28;Si;3;9;Coche;13.14;Delgadez
Mujer;54;181;75;No;2;13;Coche;22.89;Normal
Mujer;54;179;103;Si;2;1;Coche;32.15;Obesidad
Hombre;36;168;71;Si;1;5;Coche;25.16;Sobrepeso
Hombre;35;156;67;Si;1;4;Coche;27.53;Sobrepeso
Mujer;63;197;80;Si;5;11;Transporte_Publico;20.61;Normal
Mujer;28;161;59;Si;4;14;Transporte_Publico;22.76;Normal
Hombre;20;169;77;Si;2;5;Transporte_Publico;26.96;Sobrepeso
Hombre;46;195;77;Si;2;13;Coche;20.25;Normal
Hombre;55;161;49;Si;5;10;Transporte_Publico;18.9;Normal
Hombre;18;178;83;No;1;3;Transporte_Publico;26.2;Sobrepeso
Hombre;56;155;49;Si;5;12;Transporte_Publico;20.4;Normal
Mujer;55;183;72;No;5;8;Coche;21.5;Normal
Hombre;25;156;78;Si;2;1;Transporte_Publico;32.05;Obesidad
Hombre;52;157;71;No;2;6;Coche;28.8;Sobrepeso
Hombre;59;194;119;No;1;1;Coche;31.62;Obesidad
Mujer;26;157;43;Si;2;7;Coche;17.44;Delgadez
Mujer;24;179;63;No;4;14;Transporte_Publico;19.66;Normal
Mujer;61;154;44;Si;5;10;Transporte_Publico;18.55;Normal
Hombre;57;177;86;No;2;4;Coche;27.45;Sobrepeso
Hombre;26;170;89;No;2;1;Transporte_Publico;30.8;Obesidad
Hombre;22;168;58;No;2;13;Transporte_Publico;20.55;Normal
Hombre;33;184;68;No;2;10;Transporte_Publico;20.09;Normal
Hombre;22;173;64;Si;5;11;Transporte_Publico;21.38;Normal
Hombre;60;179;74;No;5;7;Transporte_Publico;23.1;Normal
Hombre;64;186;83;Si;2;11;Transporte_Publico;23.99;Normal
Hombre;38;166;49;No;3;9;Coche;17.78;Delgadez
Hombre;47;185;70;No;5;10;Transporte_Publico;20.45;Normal
Hombre;45;189;90;No;1;6;Transporte_Publico;25.2;Sobrepeso
Hombre;23;164;89;Si;0;3;Transporte_Publico;33.09;Obesidad
Hombre;36;197;121;Si;1;4;Transporte_Publico;31.18;Obesidad
Hombre;33;175;67;No;2;7;Transporte_Publico;21.88;Normal
Mujer;47;164;52;Si;3;13;Transporte_Publico;19.33;Normal
Mujer;57;162;69;Si;2;3;Coche;26.29;Sobrepeso
Mujer;65;161;57;Si;4;12;Coche;21.99;Normal
Hombre;44;169;93;Si;2;4;Transporte_Publico;32.56;Obesidad
Mujer;46;161;79;Si;0;4;Coche;30.48;Obesidad
Mujer;38;183;80;Si;2;9;Coche;23.89;Normal
Hombre;35;166;78;Si;2;6;Transporte_Publico;28.31;Sobrepeso
Hombre;38;154;75;No;1;4;Transporte_Publico;31.62;Obesidad
Hombre;22;166;78;No;2;5;Transporte_Publico;28.31;Sobrepeso
Hombre;53;161;66;Si;2;5;Coche;25.46;Sobrepeso
Hombre;24;164;66;Si;4;13;Transporte_Publico;24.54;Normal
Mujer;24;168;62;Si;3;10;Transporte_Publico;21.97;Normal
Hombre;39;174;56;No;2;9;Coche;18.5;Delgadez
Mujer;60;174;56;No;3;2;Transporte_Publico;18.5;Delgadez
Hombre;43;171;79;No;1;4;Transporte_Publico;27.02;Sobrepeso
Mujer;32;160;50;No;3;8;Transporte_Publico;19.53;Normal
Hombre;64;172;71;Si;2;8;Transporte_Publico;24;Normal
Mujer;25;195;81;No;4;10;Transporte_Publico;21.3;Normal
Hombre;48;194;80;Si;2;9;Transporte_Publico;21.26;Normal
Mujer;18;176;65;No;3;7;Transporte_Publico;20.98;Normal
Hombre;43;177;94;Si;1;1;Transporte_Publico;30;Obesidad
Hombre;29;187;110;No;0;3;Transporte_Publico;31.46;Obesidad
Mujer;52;164;80;No;2;3;Coche;29.74;Sobrepeso
Hombre;34;175;85;Si;1;5;Transporte_Publico;27.76;Sobrepeso
Mujer;36;158;62;Si;2;13;Transporte_Publico;24.84;Normal
Hombre;58;176;62;No;4;13;Transporte_Publico;20.02;Normal
Hombre;34;153;65;Si;1;3;Transporte_Publico;27.77;Sobrepeso
Mujer;31;193;91;No;4;8;Coche;24.43;Normal
Hombre;26;149;69;No;2;2;Coche;31.08;Obesidad
Mujer;21;197;97;No;5;8;Coche;24.99;Normal
Hombre;49;161;66;No;1;3;Coche;25.46;Sobrepeso
Hombre;31;177;85;Si;1;3;Coche;27.13;Sobrepeso
Hombre;35;175;67;No;2;10;Transporte_Publico;21.88;Normal
Mujer;35;171;59;Si;4;11;Coche;20.18;Normal
Hombre;31;187;88;No;2;4;Transporte_Publico;25.17;Sobrepeso
Mujer;21;171;89;Si;1;2;Transporte_Publico;30.44;Obesidad
Mujer;22;175;100;Si;2;1;Transporte_Publico;32.65;Obesidad
Hombre;32;164;88;No;0;3;Transporte_Publico;32.72;Obesidad
Mujer;33;161;83;Si;1;1;Coche;32.02;Obesidad
Mujer;42;157;78;Si;2;3;Coche;31.64;Obesidad
Hombre;46;166;91;No;0;4;Coche;33.02;Obesidad
Mujer;51;188;111;Si;0;3;Transporte_Publico;31.41;Obesidad
Hombre;49;174;89;No;1;4;Transporte_Publico;29.4;Sobrepeso
Hombre;30;158;55;Si;2;10;Coche;22.03;Normal
Hombre;18;192;110;No;2;5;Transporte_Publico;29.84;Sobrepeso
Hombre;32;154;69;Si;2;6;Transporte_Publico;29.09;Sobrepeso
Mujer;52;172;89;Si;0;4;Coche;30.08;Obesidad
Hombre;58;192;112;No;2;1;Transporte_Publico;30.38;Obesidad
Hombre;29;198;106;No;2;3;Coche;27.04;Sobrepeso
Mujer;40;160;57;Si;5;13;Coche;22.27;Normal
Mujer;63;160;82;Si;1;1;Transporte_Publico;32.03;Obesidad
Hombre;35;176;88;No;2;6;Coche;28.41;Sobrepeso
Hombre;63;180;104;Si;0;2;Transporte_Publico;32.1;Obesidad
Hombre;41;156;41;Si;2;4;Transporte_Publico;16.85;Delgadez
Hombre;63;173;84;No;1;4;Transporte_Publico;28.07;Sobrepeso
Hombre;58;152;62;Si;2;4;Transporte_Publico;26.84;Sobrepeso
Hombre;21;150;43;Si;4;13;Coche;19.11;Normal
Hombre;30;159;44;No;2;4;Transporte_Publico;17.4;Delgadez
Hombre;65;177;77;Si;5;14;Transporte_Publico;24.58;Normal
Hombre;61;197;96;No;4;12;Transporte_Publico;24.74;Normal
Mujer;43;180;61;No;3;9;Transporte_Publico;18.83;Normal
Mujer;56;179;73;No;4;12;Coche;22.78;Normal
Hombre;40;189;107;Si;0;3;Transporte_Publico;29.95;Obesidad
Mujer;41;170;54;No;2;11;Coche;18.69;Normal
Hombre;42;193;75;No;2;13;Transporte_Publico;20.13;Normal
Hombre;43;171;62;No;3;8;Transporte_Publico;21.2;Normal
Hombre;26;174;88;No;1;4;Transporte_Publico;29.07;Sobrepeso
Hombre;48;165;49;No;3;5;Transporte_Publico;18;Delgadez
Hombre;25;177;96;Si;2;2;Coche;30.64;Obesidad
Hombre;37;147;67;Si;1;1;Coche;31.01;Obesidad
Hombre;53;195;97;Si;2;4;Coche;25.51;Sobrepeso
Hombre;42;195;80;Si;3;9;Transporte_Publico;21.04;Normal
Mujer;23;191;73;No;4;11;Transporte_Publico;20.01;Normal
Mujer;43;147;55;No;2;6;Transporte_Publico;25.45;Sobrepeso
Hombre;45;179;68;No;3;13;Coche;21.22;Normal
Hombre;34;169;51;Si;3;6;Coche;17.86;Delgadez
Mujer;30;172;93;Si;2;4;Transporte_Publico;31.44;Obesidad
Mujer;34;184;108;Si;1;4;Transporte_Publico;31.9;Obesidad
Hombre;23;185;98;No;2;6;Transporte_Publico;28.63;Sobrepeso
Mujer;59;155;75;No;0;3;Transporte_Publico;31.22;Obesidad
Mujer;63;160;71;No;2;3;Transporte_Publico;27.73;Sobrepeso
Hombre;18;154;45;Si;5;11;Transporte_Publico;18.97;Normal
Hombre;28;187;69;No;3;8;Transporte_Publico;19.73;Normal
Mujer;43;193;88;No;4;7;Transporte_Publico;23.62;Normal
Hombre;23;184;77;Si;5;9;Transporte_Publico;22.74;Normal
Hombre;39;167;60;Si;2;10;Transporte_Publico;21.51;Normal
Hombre;63;173;69;No;3;12;Transporte_Publico;23.05;Normal
Mujer;26;169;74;Si;2;4;Transporte_Publico;25.91;Sobrepeso
Hombre;37;189;104;Si;2;4;Transporte_Publico;29.11;Sobrepeso
Mujer;61;155;51;Si;3;13;Transporte_Publico;21.23;Normal
Mujer;31;189;89;Si;5;11;Coche;24.92;Normal
Hombre;51;164;74;No;2;4;Transporte_Publico;27.51;Sobrepeso
Hombre;65;169;94;No;0;2;Transporte_Publico;32.91;Obesidad
Hombre;30;188;78;Si;2;14;Transporte_Publico;22.07;Normal
Hombre;27;151;48;Si;2;11;Transporte_Publico;21.05;Normal
Hombre;23;190;97;No;2;3;Transporte_Publico;26.87;Sobrepeso
Hombre;59;177;58;Si;2;11;Transporte_Publico;18.51;Normal
Mujer;43;166;71;Si;2;4;Transporte_Publico;25.77;Sobrepeso
Hombre;40;188;102;Si;1;5;Coche;28.86;Sobrepeso
Mujer;40;169;53;Si;3;14;Transporte_Publico;18.56;Normal
Hombre;54;182;73;Si;2;12;Coche;22.04;Normal
Hombre;19;198;88;Si;2;10;Coche;22.45;Normal
Hombre;64;193;76;Si;5;8;Transporte_Publico;20.4;Normal
Hombre;47;173;95;Si;0;4;Transporte_Publico;31.74;Obesidad
Mujer;59;167;71;Si;1;5;Coche;25.46;Sobrepeso
Hombre;24;195;97;No;2;6;Transporte_Publico;25.51;Sobrepeso
Mujer;28;189;89;Si;4;9;Transporte_Publico;24.92;Normal
Mujer;31;174;89;No;1;4;Transporte_Publico;29.4;Sobrepeso
Mujer;63;152;48;Si;4;13;Transporte_Publico;20.78;Normal
Mujer;61;171;78;No;1;5;Transporte_Publico;26.67;Sobrepeso
Hombre;53;190;91;Si;1;6;Transporte_Publico;25.21;Sobrepeso
Hombre;40;159;57;Si;2;7;Transporte_Publico;22.55;Normal
Mujer;19;171;63;No;4;11;Coche;21.55;Normal
Mujer;54;182;84;Si;2;3;Coche;25.36;Sobrepeso
Mujer;27;189;83;Si;2;8;Coche;23.24;Normal
Mujer;64;173;72;No;5;9;Coche;24.06;Normal
Hombre;22;152;69;No;2;5;Coche;29.86;Sobrepeso
Hombre;22;148;37;No;3;6;Coche;16.89;Delgadez
Mujer;43;161;79;Si;1;3;Transporte_Publico;30.48;Obesidad
Mujer;35;194;107;No;1;3;Transporte_Publico;28.43;Sobrepeso
Hombre;49;160;45;Si;3;3;Transporte_Publico;17.58;Delgadez
Hombre;36;159;50;Si;5;11;Coche;19.78;Normal
Hombre;44;184;83;Si;3;12;Transporte_Publico;24.52;Normal
Hombre;62;157;50;Si;4;13;Transporte_Publico;20.28;Normal
Hombre;45;185;67;No;2;8;Transporte_Publico;19.58;Normal
Mujer;28;164;65;No;4;10;Coche;24.17;Normal
Hombre;48;195;94;No;5;9;Transporte_Publico;24.72;Normal
Hombre;34;160;51;No;2;10;Coche;19.92;Normal
Hombre;60;191;71;Si;2;14;Coche;19.46;Normal
Hombre;46;185;66;No;2;12;Coche;19.28;Normal
Mujer;41;178;78;Si;5;14;Transporte_Publico;24.62;Normal
Mujer;21;148;55;Si;2;4;Transporte_Publico;25.11;Sobrepeso
Hombre;60;194;96;Si;2;5;Coche;25.51;Sobrepeso
Hombre;56;156;78;No;2;2;Transporte_Publico;32.05;Obesidad
Hombre;33;174;82;No;1;5;Transporte_Publico;27.08;Sobrepeso
Hombre;59;183;82;No;5;9;Transporte_Publico;24.49;Normal
Hombre;44;168;90;No;1;4;Transporte_Publico;31.89;Obesidad
Hombre;36;185;98;Si;2;3;Transporte_Publico;28.63;Sobrepeso
Hombre;45;159;57;Si;4;11;Transporte_Publico;22.55;Normal
Hombre;43;154;54;No;3;7;Coche;22.77;Normal
Hombre;28;168;82;Si;2;5;Transporte_Publico;29.05;Sobrepeso
Hombre;48;187;100;No;1;6;Transporte_Publico;28.6;Sobrepeso
Hombre;28;184;92;No;1;4;Coche;27.17;Sobrepeso
Hombre;29;160;45;Si;1;8;Transporte_Publico;17.58;Delgadez
Hombre;59;156;75;No;1;4;Transporte_Publico;30.82;Obesidad
Mujer;45;157;49;Si;2;11;Transporte_Publico;19.88;Normal
Mujer;37;182;82;No;3;13;Coche;24.76;Normal
Mujer;18;188;101;Si;2;5;Coche;28.58;Sobrepeso
Hombre;47;168;61;No;4;14;Transporte_Publico;21.61;Normal
Hombre;47;164;83;Si;0;3;Coche;30.86;Obesidad
Mujer;47;176;70;No;4;11;Coche;22.6;Normal
Hombre;49;183;79;Si;4;12;Transporte_Publico;23.59;Normal
Hombre;36;180;65;Si;3;10;Transporte_Publico;20.06;Normal
Hombre;26;173;71;Si;2;7;Coche;23.72;Normal
Hombre;18;154;43;No;1;7;Coche;18.13;Delgadez
Mujer;61;163;80;No;2;1;Transporte_Publico;30.11;Obesidad
Mujer;34;172;92;Si;1;3;Transporte_Publico;31.1;Obesidad
Mujer;26;148;68;No;1;2;Coche;31.04;Obesidad
Mujer;32;165;87;No;2;2;Coche;31.96;Obesidad
Mujer;36;185;95;No;1;6;Transporte_Publico;27.76;Sobrepeso
Mujer;24;147;37;Si;3;3;Transporte_Publico;17.12;Delgadez
Hombre;48;150;69;No;0;1;Transporte_Publico;30.67;Obesidad
Hombre;41;198;116;Si;2;3;Transporte_Publico;29.59;Sobrepeso
Mujer;27;156;68;Si;1;3;Transporte_Publico;27.94;Sobrepeso
Mujer;56;155;72;Si;0;2;Transporte_Publico;29.97;Obesidad
Mujer;39;146;37;No;3;7;Coche;17.36;Delgadez
Hombre;39;146;26;Si;1;4;Transporte_Publico;12.2;Delgadez
Hombre;62;162;42;No;2;5;Transporte_Publico;16;Delgadez
Mujer;59;155;42;No;1;7;Transporte_Publico;17.48;Delgadez
Mujer;57;179;85;No;1;5;Transporte_Publico;26.53;Sobrepeso
Hombre;47;197;92;No;5;14;Coche;23.71;Normal
Mujer;61;185;94;Si;1;3;Coche;27.47;Sobrepeso
Hombre;58;162;49;No;4;9;Transporte_Publico;18.67;Normal
Mujer;57;183;78;No;4;14;Coche;23.29;Normal
Hombre;23;179;63;No;4;12;Coche;19.66;Normal
Hombre;26;156;50;No;4;11;Transporte_Publico;20.55;Normal
Hombre;41;184;109;No;2;2;Coche;32.2;Obesidad
Hombre;65;193;107;No;2;6;Transporte_Publico;28.73;Sobrepeso
Hombre;39;179;77;No;3;12;Transporte_Publico;24.03;Normal
Hombre;42;150;34;Si;2;4;Coche;15.11;Delgadez
Mujer;37;180;80;Si;2;14;Transporte_Publico;24.69;Normal
Mujer;29;181;105;No;2;2;Transporte_Publico;32.05;Obesidad
Mujer;50;198;122;No;2;4;Transporte_Publico;31.12;Obesidad
Mujer;34;169;81;No;1;6;Coche;28.36;Sobrepeso
Mujer;49;175;70;No;4;12;Coche;22.86;Normal
Hombre;40;180;61;Si;2;8;Coche;18.83;Normal
Mujer;65;195;89;No;2;7;Transporte_Publico;23.41;Normal
Hombre;53;172;77;Si;2;5;Transporte_Publico;26.03;Sobrepeso
Hombre;49;159;82;Si;1;2;Transporte_Publico;32.44;Obesidad
Mujer;24;156;48;No;5;8;Transporte_Publico;19.72;Normal
Hombre;58;192;104;Si;2;3;Transporte_Publico;28.21;Sobrepeso
Hombre;29;161;60;No;3;14;Transporte_Publico;23.15;Normal
Mujer;42;177;99;No;2;3;Transporte_Publico;31.6;Obesidad
Mujer;32;176;95;No;2;1;Transporte_Publico;30.67;Obesidad
Hombre;19;197;95;No;4;14;Transporte_Publico;24.48;Normal
Hombre;46;153;50;No;3;9;Transporte_Publico;21.36;Normal
Hombre;44;165;62;Si;4;7;Transporte_Publico;22.77;Normal
Hombre;51;180;63;Si;2;12;Transporte_Publico;19.44;Normal
Hombre;50;167;52;Si;5;14;Transporte_Publico;18.65;Normal
Hombre;18;191;78;Si;2;13;Transporte_Publico;21.38;Normal
Mujer;48;192;109;Si;2;3;Transporte_Publico;29.57;Sobrepeso
Mujer;49;162;61;Si;2;9;Transporte_Publico;23.24;Normal
Hombre;50;152;63;No;2;6;Transporte_Publico;27.27;Sobrepeso
Hombre;43;153;40;Si;2;2;Transporte_Publico;17.09;Delgadez
Hombre;49;192;84;Si;5;10;Transporte_Publico;22.79;Normal
Mujer;24;183;64;No;2;14;Coche;19.11;Normal
Mujer;27;162;63;Si;4;9;Coche;24.01;Normal
Hombre;40;160;81;No;1;2;Transporte_Publico;31.64;Obesidad
Mujer;19;149;46;Si;4;7;Coche;20.72;Normal
Mujer;24;160;71;No;2;4;Coche;27.73;Sobrepeso
Hombre;34;146;52;No;2;11;Transporte_Publico;24.39;Normal
Hombre;56;155;76;Si;0;4;Transporte_Publico;31.63;Obesidad
Hombre;45;161;85;No;0;1;Coche;32.79;Obesidad
Mujer;26;148;73;No;1;1;Transporte_Publico;33.33;Obesidad
Hombre;64;153;47;No;4;14;Coche;20.08;Normal
Hombre;53;181;64;Si;5;7;Coche;19.54;Normal
